bc6c3787-d747-4c35-b90d-175a0937e646,watch,Sports & Outdoors,Apple,Retailer
43e49f15-d61d-49b1-8e4a-d0038b36705a,shoulder,Sports & Outdoors,Nike,Manufacturer
0a37e84d-deb3-4b52-a8bb-9cd057179b25,movement,Books,Adidas,Manufacturer
c56afe8e-2c7e-444b-8734-9f96b670a708,we,Clothing,Dell,Manufacturer
9be22e83-7ab1-4e76-b087-4887fdd4d987,smile,Clothing,Adidas,Distributor
0a9b0deb-9bf0-492f-9a38-bbbdcd79b9fe,responsibility,Electronics,Apple,Retailer
5b6d33ff-8656-4b16-98b0-c79228573135,could,Clothing,Canon,Manufacturer
dc3d207d-1f34-4b47-9324-52f8eb3f1732,house,Sports & Outdoors,Sony,Distributor
a74bf241-05b5-4955-ab3f-43bf0e51182e,energy,Toys,HP,Manufacturer
5fd06b52-c0be-4bf3-850b-9f63a4625ec7,despite,Books,Canon,Distributor
181a66f4-9e16-4c7f-986a-efde8b67329b,left,Clothing,Apple,Distributor
e69095dc-67d6-41e1-883e-d9a18a1be167,owner,Sports & Outdoors,Nike,Manufacturer
3317e29e-d249-4c52-98de-3bd02c0f7c00,thank,Sports & Outdoors,Dell,Retailer
608757b0-6906-4d18-9191-251891fadfe5,resource,Toys,Samsung,Retailer
2f6eb8af-b080-44a0-85b7-1b4b54903554,he,Sports & Outdoors,Sony,Distributor
c86869ad-be4b-4b0c-857a-9f5a309a8c81,I,Toys,Canon,Retailer
108cb815-4f21-4ee4-9665-e6a51ee9adfd,article,Electronics,Nike,Distributor
2facba47-d323-4f14-a4cd-53a0fde64a39,white,Home & Kitchen,HP,Distributor
27c56d7d-b009-4f6f-8419-ba3ef4c5a1cb,either,Home & Kitchen,Apple,Distributor
bb76fe1d-de17-43cd-846b-f0f08c88cd6b,third,Books,Canon,Distributor
9f570366-98cb-4de8-8b40-4365902c6a18,plan,Home & Kitchen,Sony,Retailer
b40b9ec0-04ac-4155-a51e-c38945ff775a,pick,Books,LG,Distributor
b43fa10f-063c-4f3b-8e32-3719ef6f3b4d,whatever,Home & Kitchen,AmazonBasics,Manufacturer
edfe0ebc-9f86-40de-843e-7a3c26dac4a9,himself,Clothing,Apple,Distributor
6da1123f-59dd-4e66-a38d-fc1d8e3063da,yourself,Toys,Adidas,Retailer
25be55b3-02c9-4bd6-a61b-2bb28496a1a8,phone,Home & Kitchen,Dell,Distributor
e37159eb-05f1-4cdc-ad94-cb83e4eb1694,attention,Home & Kitchen,Dell,Distributor
42c4e923-1864-49b8-b123-b9e69243522b,worker,Electronics,Samsung,Distributor
d6fdf4e7-4d4f-44df-bba3-f69e33512fcd,past,Home & Kitchen,LG,Manufacturer
04eb7027-5763-40a6-9c64-3bf7b261515e,particular,Toys,Canon,Retailer
77f557ee-43ec-41df-8152-81e5112a2791,ten,Home & Kitchen,Sony,Retailer
25a7792f-f579-46cb-b18f-b7742314e5c2,month,Toys,Dell,Manufacturer
